"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"2006-065","2006-065-01","2006-065-01-01","2006-065-01-01-01",6/21/2007,1,"551 U.S. 291","127 S. Ct. 2489","168 L. Ed. 2d 166","2007 U.S. LEXIS 8271",2006,1702,"Roberts","06-427","TENNESSEE SECONDARY SCHOOL ATHLETIC ASSOCIATION v. BRENTWOOD ACADEMY",4/18/2007,,216,,232,,1,,,0,117,,26,,1,12,2,2,1,4,0,1,0,0,30010,3,1,0,2,,2,200,,103,111,1,9,0
"2006-066","2006-066-01","2006-066-01-01","2006-066-01-01-01",6/21/2007,1,"551 U.S. 308","127 S. Ct. 2499","168 L. Ed. 2d 179","2007 U.S. LEXIS 8270",2006,1702,"Roberts","06-484","TELLABS, INC., et al. v. MAKOR ISSUES & RIGHTS, LTD., et al.",3/28/2007,,122,,237,,1,,,0,66,,27,,0,2,3,2,1,5,0,1,0,0,80120,8,1,0,4,,6,600,"15 U.S.C. § 78",109,111,1,8,1
"2006-067","2006-067-01","2006-067-01-01","2006-067-01-01-01",6/21/2007,1,"551 U.S. 338","127 S. Ct. 2456","168 L. Ed. 2d 203","2007 U.S. LEXIS 8269",2006,1702,"Roberts","06-5754","VICTOR A. RITA v. UNITED STATES",2/20/2007,,137,,27,,1,113,,0,100,,24,,0,2,2,1,1,2,0,0,0,0,10560,1,1,0,5,4,6,600,"18 U.S.C.",110,111,1,8,1
"2006-068","2006-068-01","2006-068-01-01","2006-068-01-01-01",6/25/2007,1,"551 U.S. 393","127 S. Ct. 2618","168 L. Ed. 2d 290","2007 U.S. LEXIS 8514",2006,1702,"Roberts","06-278","DEBORAH MORSE, et al. v. JOSEPH FREDERICK",3/19/2007,,8,2,239,,1,,,0,44,,29,,0,11,3,2,1,4,0,1,0,0,30150,3,1,0,2,,2,200,,111,111,1,5,4
"2006-069","2006-069-01","2006-069-01-01","2006-069-01-01-01",6/25/2007,1,"551 U.S. 449","127 S. Ct. 2652","168 L. Ed. 2d 329","2007 U.S. LEXIS 8515",2006,1702,"Roberts","06-969","FEDERAL ELECTION COMMISSION v. WISCONSIN RIGHT TO LIFE, INC.",4/25/2007,,343,,207,,2,,,1,55,,,,1,,,3,2,2,0,0,0,0,30140,3,2,0,1,,3,330,,111,111,1,5,4
"2006-070","2006-070-01","2006-070-01-01","2006-070-01-01-01",6/25/2007,1,"551 U.S. 537","127 S. Ct. 2588","168 L. Ed. 2d 389","2007 U.S. LEXIS 8513",2006,1702,"Roberts","06-219","CHARLES WILKIE, et al. v. HARVEY FRANK ROBBINS",3/19/2007,,8,60,195,,1,26,,0,134,,30,,0,12,2,2,1,4,0,1,0,0,80060,8,2,0,7,4,3,362,"NA",107,111,1,7,2
"2006-071","2006-071-01","2006-071-01-01","2006-071-01-01-01",6/25/2007,7,"551 U.S. 587","127 S. Ct. 2553","168 L. Ed. 2d 424","2007 U.S. LEXIS 8512",2006,1702,"Roberts","06-157","JAY F. HEIN, DIRECTOR, WHITE HOUSE OFFICE OF FAITH-BASED AND COMMUNITY INITIATIVES, et al. v. FREEDOM FROM RELIGION FOUNDATION, INC., et al.",2/28/2007,,211,,240,,1,,,0,133,,27,,1,11,3,2,1,3,0,1,0,0,90300,9,1,0,1,,1,139,,112,111,1,5,4
"2006-072","2006-072-01","2006-072-01-01","2006-072-01-01-01",6/25/2007,1,"551 U.S. 644","127 S. Ct. 2518","168 L. Ed. 2d 467","2007 U.S. LEXIS 8312",2006,1702,"Roberts","06-340","NATIONAL ASSOCIATION OF HOME BUILDERS, et al. v. DEFENDERS OF WILDLIFE et al.",4/17/2007,,333,,150,,1,33,,0,45,,29,,1,2,,2,1,4,0,1,0,0,80130,8,1,0,4,,3,338,,112,111,1,5,4
"2006-073","2006-073-01","2006-073-01-01","2006-073-01-01-01",6/28/2007,1,"551 U.S. 701","127 S. Ct. 2738","168 L. Ed. 2d 508","2007 U.S. LEXIS 8670",2006,1702,"Roberts","05-908","PARENTS INVOLVED IN COMMUNITY SCHOOLS v. SEATTLE SCHOOL DISTRICT NO. 1 et al.",12/4/2006,,202,,21,56,1,,,0,129,,29,,0,12,2,2,4,4,0,1,1,0,20060,2,1,0,2,,2,231,,111,111,1,5,4
"2006-074","2006-074-01","2006-074-01-01","2006-074-01-01-01",6/28/2007,1,"551 U.S. 877","127 S. Ct. 2705","168 L. Ed. 2d 623","2007 U.S. LEXIS 8668",2006,1702,"Roberts","06-480","LEEGIN CREATIVE LEATHER PRODUCTS, INC. v. PSKS, INC., DBA KAY'S KLOSET . . . KAY'S SHOES",3/26/2007,,184,,238,,1,,,0,119,,25,,0,11,2,2,1,4,0,1,1,0,80010,8,1,0,4,,3,367,,106,111,1,5,4
"2006-075","2006-075-01","2006-075-01-01","2006-075-01-01-01",6/28/2007,1,"551 U.S. 930","127 S. Ct. 2842","168 L. Ed. 2d 662","2007 U.S. LEXIS 8667",2006,1702,"Roberts","06-6407","SCOTT LOUIS PANETTI v. NATHANIEL QUARTERMAN, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",4/18/2007,,136,,28,51,1,,,0,122,,25,,0,12,2,1,1,4,0,1,0,0,10130,1,2,0,2,,2,221,,106,103,1,5,4
"2007-001","2007-001-01","2007-001-01-01","2007-001-01-01-01",10/10/2007,5,"552 U.S. 1","128 S. Ct. 1","169 L. Ed. 2d 1","2007 U.S. LEXIS 11481",2007,1702,"Roberts","06-637","BOARD OF EDUCATION OF THE CITY SCHOOL DISTRICT OF THE CITY OF NEW YORK v. TOM F., ON BEHALF OF GILBERT F., A MINOR CHILD",10/1/2007,,21,37,164,,1,,,0,,,22,,0,,5,2,1,2,0,0,0,0,20210,2,2,0,3,,3,340,,,,1,4,4
"2007-002","2007-002-01","2007-002-01-01","2007-002-01-01-01",11/5/2007,2,"552 U.S. 3","128 S. Ct. 2","169 L. Ed. 2d 329","2007 U.S. LEXIS 12076",2007,1702,"Roberts","06-1680","RICHARD F. ALLEN, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS v. DANIEL SIEBERT",,,28,1,126,,1,,,0,41,,31,,0,12,4,2,1,4,0,1,0,0,90480,9,1,0,4,,3,341,,,,1,7,2
"2007-003","2007-003-01","2007-003-01-01","2007-003-01-01-01",12/4/2007,1,"552 U.S. 9","128 S. Ct. 467","169 L. Ed. 2d 418","2007 U.S. LEXIS 12921",2007,1702,"Roberts","06-1287","CSX TRANSPORTATION, INC. v. GEORGIA STATE BOARD OF EQUALIZATION ET AL",11/5/2007,,231,,4,13,1,117,13,0,60,,31,,1,12,2,2,1,3,0,1,0,0,80100,8,1,0,4,7,6,600,"49 U.S.C. § 11501",111,111,1,9,0
"2007-004","2007-004-01","2007-004-01-01","2007-004-01-01-01",12/4/2007,1,"552 U.S. 23","128 S. Ct. 475","169 L. Ed. 2d 432","2007 U.S. LEXIS 12922",2007,1702,"Roberts","06-6911","JAMES D. LOGAN v. UNITED STATES",10/30/2007,,137,,27,,1,,,0,133,,27,,0,2,2,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,"18 U.S.C. § 921",109,111,1,9,0
"2007-005","2007-005-01","2007-005-01-01","2007-005-01-01-01",12/10/2007,1,"552 U.S. 38","128 S. Ct. 586","169 L. Ed. 2d 445","2007 U.S. LEXIS 13083",2007,1702,"Roberts","06-7949","BRIAN MICHAEL GALL v. UNITED STATES",10/2/2007,,126,,27,,1,,,0,71,,28,,0,11,4,1,1,3,0,1,0,0,10560,1,2,0,4,,6,600,"18 U.S.C. § 3553",103,111,1,7,2
"2007-006","2007-006-01","2007-006-01-01","2007-006-01-01-01",12/10/2007,1,"552 U.S. 74","128 S. Ct. 579","169 L. Ed. 2d 472","2007 U.S. LEXIS 13081",2007,1702,"Roberts","06-571","MICHAEL A. WATSON v. UNITED STATES",10/9/2007,,137,,27,,1,,,0,76,,25,,0,2,2,1,1,4,0,1,0,0,10510,1,2,0,4,,6,600,"18 U.S.C. § 924",107,111,1,9,0
"2007-007","2007-007-01","2007-007-01-01","2007-007-01-01-01",12/10/2007,1,"552 U.S. 85","128 S. Ct. 558","169 L. Ed. 2d 481","2007 U.S. LEXIS 13082",2007,1702,"Roberts","06-6330","DERRICK KIMBROUGH v. UNITED STATES",10/2/2007,,137,,27,,1,,,0,126,,24,,0,10,3,1,1,4,0,1,0,0,10560,1,2,0,4,,6,600,"18 U.S.C. § 3553",109,111,1,7,2
"2007-008","2007-008-01","2007-008-01-01","2007-008-01-01-01",1/7/2008,2,"552 U.S. 117","128 S. Ct. 749","169 L. Ed. 2d 580","2008 U.S. LEXIS 743",2007,1702,"Roberts","07-110","AVRON J. ARAVE, WARDEN v. MAXWELL HOFFMAN",,,28,16,126,,1,,,0,64,,29,,0,2,6,2,1,5,0,1,0,0,90130,9,2,0,3,,,,,,,1,9,0
"2007-009","2007-009-01","2007-009-01-01","2007-009-01-01-01",1/7/2008,2,"552 U.S. 120","128 S. Ct. 743","169 L. Ed. 2d 583","2008 U.S. LEXIS 200",2007,1702,"Roberts","07-212","RANDALL WRIGHT, SHERIFF, SHAWANO COUNTY, WISCONSIN v. JOSEPH L. VAN PATTEN",,,28,58,126,,1,,,0,132,,27,,1,12,3,2,1,4,0,1,0,0,10120,1,1,0,2,,2,217,,,,1,9,0
"2007-010","2007-010-01","2007-010-01-01","2007-010-01-01-01",1/8/2008,1,"552 U.S. 130","128 S. Ct. 750","169 L. Ed. 2d 591","2008 U.S. LEXIS 744",2007,1702,"Roberts","06-1164","JOHN R. SAND & GRAVEL COMPANY v. UNITED STATES",11/6/2007,,195,,27,,1,,,0,8,,8,,1,11,,3,1,2,0,0,0,0,90480,9,1,0,4,7,6,600,"28 U.S.C. § 2501",110,111,1,7,2
"2007-011","2007-011-01","2007-011-01-01","2007-011-01-01-01",1/15/2008,1,"552 U.S. 148","128 S. Ct. 761","169 L. Ed. 2d 627","2008 U.S. LEXIS 1091",2007,1702,"Roberts","06-43","STONERIDGE INVESTMENT PARTNERS, LLC v. SCIENTIFIC-ATLANTA, INC., ET AL",10/9/2007,,173,,233,,1,,,0,86,,28,,0,2,9,1,1,2,0,0,0,0,80120,8,1,0,4,,3,365,,106,111,1,5,3
"2007-012","2007-012-01","2007-012-01-01","2007-012-01-01-01",1/16/2008,1,"552 U.S. 181","128 S. Ct. 782","169 L. Ed. 2d 652","2008 U.S. LEXIS 1096",2007,1702,"Roberts","06-1286","MICHAEL J. KNIGHT, TRUSTEE OF THE WILLIAM L. RUDKIN TESTAMENTARY TRUST v. COMMISSIONER OF INTERNAL REVENUE",11/27/2007,,240,,369,,1,69,,0,,,22,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,111,111,1,9,0
"2007-013","2007-013-01","2007-013-01-01","2007-013-01-01-01",1/16/2008,1,"552 U.S. 196","128 S. Ct. 791","169 L. Ed. 2d 665","2008 U.S. LEXIS 1093",2007,1702,"Roberts","06-766","NEW YORK STATE BOARD OF ELECTIONS, et al. v. MARGARITA LOPEZ TORRES ET AL",10/3/2007,,4,37,16,37,1,117,37,0,94,,22,,0,12,2,2,1,3,0,1,0,0,30010,3,1,0,2,,2,201,,105,111,1,9,0
"2007-014","2007-014-01","2007-014-01-01","2007-014-01-01-01",1/22/2008,1,"552 U.S. 214","128 S. Ct. 831","169 L. Ed. 2d 680","2008 U.S. LEXIS 1212",2007,1702,"Roberts","06-9130","ABDUS-SHAHID M. S. ALI v. FEDERAL BUREAU OF PRISONS ET AL",10/29/2007,,215,,336,,1,36,,0,60,,31,,0,2,2,1,1,2,0,0,0,0,80060,8,2,0,4,,3,374,"NA",108,111,1,5,4
"2007-015","2007-015-01","2007-015-01-01","2007-015-01-01-01",2/20/2008,1,"552 U.S. 248","128 S. Ct. 1020","169 L. Ed. 2d 847","2008 U.S. LEXIS 2014",2007,1702,"Roberts","06-856","JAMES LARUE v. DEWOLFF, BOBERG & ASSOCIATES, INC., ET AL",11/26/2007,,230,,151,,1,,,0,114,,24,,0,12,2,1,1,5,0,1,0,0,80110,8,2,0,4,,3,323,,103,111,1,9,0
"2007-016","2007-016-01","2007-016-01-01","2007-016-01-01-01",2/20/2008,1,"552 U.S. 264","128 S. Ct. 1029","169 L. Ed. 2d 859","2008 U.S. LEXIS 2012",2007,1702,"Roberts","06-8273","STEPHEN DANFORTH v. MINNESOTA",10/31/2007,,137,,28,28,1,,,0,302,28,300,28,0,11,2,1,1,4,0,1,0,0,10040,1,2,0,7,,3,341,,103,103,1,7,2
"2007-017","2007-017-01","2007-017-01-01","2007-017-01-01-01",2/20/2008,1,"552 U.S. 312","128 S. Ct. 999","169 L. Ed. 2d 892","2008 U.S. LEXIS 2013",2007,1702,"Roberts","06-179","DONNA S. RIEGEL, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF CHARLES R. RIEGEL v. MEDTRONIC, INC.",12/4/2007,,204,,181,,1,,,0,95,,22,,0,11,2,1,1,2,0,0,0,0,100020,10,2,0,4,,6,600,"21 U.S.C. § 360",105,111,1,8,1
"2007-018","2007-018-01","2007-018-01-01","2007-018-01-01-01",2/20/2008,1,"552 U.S. 346","128 S. Ct. 978","169 L. Ed. 2d 917","2008 U.S. LEXIS 2011",2007,1702,"Roberts","06-1463","ARNOLD M. PRESTON v. ALEX E. FERRER",1/14/2008,,111,,156,,1,117,6,0,302,6,301,6,1,11,2,1,1,4,0,1,0,0,100020,10,2,0,4,,6,600,"9 U.S.C. § 1",109,111,1,8,1
"2007-019","2007-019-01","2007-019-01-01","2007-019-01-01-01",2/20/2008,1,"552 U.S. 364","128 S. Ct. 989","169 L. Ed. 2d 933","2008 U.S. LEXIS 2010",2007,1702,"Roberts","06-457","G. STEVEN ROWE, ATTORNEY GENERAL OF MAINE v. NEW HAMPSHIRE MOTOR TRANSPORT ASSOCIATION, et al.",11/28/2007,,19,34,245,,1,,,0,91,,21,,0,11,2,2,1,2,0,0,0,0,100030,10,2,0,4,,6,600,"49 U.S.C. § 14501",110,111,1,9,0
"2007-020","2007-020-01","2007-020-01-01","2007-020-01-01-01",2/26/2008,1,"552 U.S. 379","128 S. Ct. 1140","170 L. Ed. 2d 1","2008 U.S. LEXIS 2195",2007,1702,"Roberts","06-1221","SPRINT/UNITED MANAGEMENT COMPANY v. ELLEN MENDELSOHN",12/3/2007,,151,,154,,1,,,0,72,,30,,0,11,4,2,1,5,0,1,0,0,20060,2,1,0,4,,4,402,,108,111,1,9,0
"2007-021","2007-021-01","2007-021-01-01","2007-021-01-01-01",2/27/2008,1,"552 U.S. 389","128 S. Ct. 1147","170 L. Ed. 2d 10","2008 U.S. LEXIS 2196",2007,1702,"Roberts","06-1322","FEDERAL EXPRESS CORPORATION v. PAUL HOLOWECKI, ET AL",11/6/2007,,151,,145,,1,32,,0,96,,22,,0,2,2,2,1,2,0,0,0,0,20060,2,2,0,5,4,3,302,,106,111,1,7,2
"2007-022","2007-022-01","2007-022-01-01","2007-022-01-01-01",3/3/2008,1,"552 U.S. 421","128 S. Ct. 1168","170 L. Ed. 2d 34","2008 U.S. LEXIS 2356",2007,1702,"Roberts","06-1509","MICHAEL H. BOULWARE v. UNITED STATES",1/8/2008,,240,,27,,1,,,0,63,,29,,0,2,2,1,1,5,0,1,0,0,10490,1,2,0,4,,3,345,,107,111,1,9,0
"2007-023","2007-023-01","2007-023-01-01","2007-023-01-01-01",3/3/2008,5,"552 U.S. 440","128 S. Ct. 1168","170 L. Ed. 2d 51","2008 U.S. LEXIS 2235",2007,1702,"Roberts","06-1498","WARNER-LAMBERT CO., LLC, et al. v. KIMBERLY KENT et al.",2/25/2008,,143,,208,,1,,,0,96,,22,,0,,5,2,1,2,0,0,0,0,100020,10,2,0,7,3,,,,,,1,4,4
"2007-024","2007-024-01","2007-024-01-01","2007-024-01-01-01",3/18/2008,1,"552 U.S. 442","128 S. Ct. 1184","170 L. Ed. 2d 151","2008 U.S. LEXIS 2707",2007,1702,"Roberts","06-713","WASHINGTON STATE GRANGE v. WASHINGTON STATE REPUBLICAN PARTY, et al.",10/1/2007,,207,,211,,1,,,0,129,,29,,0,11,2,1,1,3,0,1,0,0,20030,2,2,0,2,,2,201,,108,111,1,7,2
"2007-025","2007-025-01","2007-025-01-01","2007-025-01-01-01",3/19/2008,1,"552 U.S. 472","128 S. Ct. 1203","170 L. Ed. 2d 175","2008 U.S. LEXIS 2708",2007,1702,"Roberts","06-10119","ALLEN SNYDER v. LOUISIANA",12/4/2007,,126,,28,22,1,,,0,302,22,300,22,1,12,2,1,1,4,0,1,0,0,20040,2,2,0,7,2,2,231,,112,111,1,7,2
"2007-026","2007-026-01","2007-026-01-01","2007-026-01-01-01",3/25/2008,1,"552 U.S. 491","128 S. Ct. 1346","170 L. Ed. 2d 190","2008 U.S. LEXIS 2912",2007,1702,"Roberts","06-984","JOSE ERNESTO MEDELLIN v. TEXAS",10/10/2007,,126,,28,51,1,,,0,302,51,300,51,0,11,9,1,1,2,0,0,0,0,100020,10,1,0,4,,5,509,,111,111,1,6,3
"2007-027","2007-027-01","2007-027-01-01","2007-027-01-01-01",3/25/2008,1,"552 U.S. 576","128 S. Ct. 1396","170 L. Ed. 2d 254","2008 U.S. LEXIS 2911",2007,1702,"Roberts","06-989","HALL STREET ASSOCIATES, L.L.C. v. MATTEL, INC",11/7/2007,,195,,241,,1,,,0,108,,29,,0,11,3,1,1,5,0,0,0,0,80160,8,1,0,4,,6,600,"9 U.S.C. § 9",107,111,1,6,3
"2007-028","2007-028-01","2007-028-01-01","2007-028-01-01-01",3/31/2008,1,"552 U.S. 597","128 S. Ct. 1410","170 L. Ed. 2d 315","2008 U.S. LEXIS 3088",2007,1702,"Roberts","134 ORIG","STATE OF NEW JERSEY v. STATE OF DELAWARE",11/27/2007,,28,35,28,9,9,,,0,,,,,0,,,3,1,,0,0,0,0,110010,11,3,0,4,,5,510,,109,111,1,5,3
"2007-029","2007-029-01","2007-029-01-01","2007-029-01-01-01",4/15/2008,1,"553 U.S. 1","128 S. Ct. 1511","170 L. Ed. 2d 392","2008 U.S. LEXIS 3472",2007,1702,"Roberts","07-308","UNITED STATES v. CLINTWOOD ELKHORN MINING COMPANY ET AL",3/24/2008,,27,,132,,1,,,0,8,,8,,0,12,6,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,111,111,1,9,0
"2007-030","2007-030-01","2007-030-01-01","2007-030-01-01-01",4/15/2008,1,"553 U.S. 16","128 S. Ct. 1498","170 L. Ed. 2d 404","2008 U.S. LEXIS 3473",2007,1702,"Roberts","06-1413","MEADWESTVACO CORPORATION, SUCCESSOR IN INTEREST TO THE MEAD CORPORATION v. ILLINOIS DEPARTMENT OF REVENUE ET AL",1/16/2008,,133,,7,17,1,,,0,302,17,301,17,0,12,2,2,1,5,0,0,0,0,80100,8,2,0,2,,1,111,,112,111,1,9,0
"2007-031","2007-031-01","2007-031-01-01","2007-031-01-01-01",4/16/2008,7,"553 U.S. 35","128 S. Ct. 1520","170 L. Ed. 2d 420","2008 U.S. LEXIS 3476",2007,1702,"Roberts","07-5439","RALPH BAZE AND THOMAS C. BOWLING v. JOHN D. REES, COMMISSIONER, KENTUCKY DEPARTMENT OF CORRECTIONS, ET AL",1/7/2008,,126,,7,21,1,,,0,302,21,301,21,0,11,2,1,1,2,0,0,0,0,10130,1,1,0,2,,2,221,,111,111,1,7,2
"2007-032","2007-032-01","2007-032-01-01","2007-032-01-01-01",4/16/2008,1,"553 U.S. 124","128 S. Ct. 1572","170 L. Ed. 2d 478","2008 U.S. LEXIS 3475",2007,1702,"Roberts","06-11429","KEITH LAVON BURGESS v. UNITED STATES",3/24/2008,,137,,27,,1,,,0,114,,24,,0,2,2,1,1,2,0,0,0,0,10510,1,1,0,4,,6,600,"21 U.S.C. § 841",109,111,1,9,0
"2007-033","2007-033-01","2007-033-01-01","2007-033-01-01-01",4/16/2008,1,"553 U.S. 137","128 S. Ct. 1581","170 L. Ed. 2d 490","2008 U.S. LEXIS 3474",2007,1702,"Roberts","06-11543","LARRY BEGAY v. UNITED STATES",1/15/2008,,126,,27,,1,,,0,93,,30,,1,11,3,1,1,4,0,1,0,0,10570,1,2,0,4,,6,600,"18 U.S.C. § 924",110,111,1,6,3
"2007-034","2007-034-01","2007-034-01-01","2007-034-01-01-01",4/23/2008,1,"553 U.S. 164","128 S. Ct. 1598","170 L. Ed. 2d 559","2008 U.S. LEXIS 3674",2007,1702,"Roberts","06-1082","VIRGINIA v. DAVID LEE MOORE",1/14/2008,,28,55,137,,1,,,0,302,55,300,55,0,2,3,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,106,111,1,9,0
"2007-035","2007-035-01","2007-035-01-01","2007-035-01-01-01",4/28/2008,1,"553 U.S. 181","128 S. Ct. 1610","170 L. Ed. 2d 574","2008 U.S. LEXIS 3846",2007,1702,"Roberts","07-21","WILLIAM CRAWFORD, et al., Petitioners v. MARION COUNTY ELECTION BOARD et al.",1/9/2008,,251,,5,18,1,,,0,67,,27,,0,10,2,1,1,2,0,0,0,0,20010,2,1,0,2,,2,231,,103,111,1,6,3
"2007-036","2007-036-01","2007-036-01-01","2007-036-01-01-01",5/12/2008,1,"553 U.S. 242","128 S. Ct. 1765","170 L. Ed. 2d 616","2008 U.S. LEXIS 3887",2007,1702,"Roberts","06-11612","HOMERO GONZALEZ v. UNITED STATES",1/8/2008,,137,,27,,1,,,0,121,,25,,0,2,2,1,1,2,0,0,0,0,10360,1,1,0,4,,6,600,"28 U.S.C. § 636",106,111,1,8,1
"2007-037","2007-037-01","2007-037-01-01","2007-037-01-01-01",5/19/2008,1,"553 U.S. 272","128 S. Ct. 1858","170 L. Ed. 2d 640","2008 U.S. LEXIS 4316",2007,1702,"Roberts","07-455","UNITED STATES v. AHMED RESSAM",3/25/2008,,27,,126,,1,,,0,129,,29,,0,2,8,2,1,3,0,1,0,0,10440,1,1,0,4,,3,339,,103,111,1,8,1
"2007-038","2007-038-01","2007-038-01-01","2007-038-01-01-01",5/19/2008,1,"553 U.S. 285","128 S. Ct. 1830","170 L. Ed. 2d 650","2008 U.S. LEXIS 4314",2007,1702,"Roberts","06-694","UNITED STATES v. MICHAEL WILLIAMS",10/30/2007,,27,,100,,1,,,0,58,,31,,0,12,3,2,1,3,0,1,0,0,30200,3,1,0,1,,2,200,,105,111,1,7,2
"2007-039","2007-039-01","2007-039-01-01","2007-039-01-01-01",5/19/2008,1,"553 U.S. 328","128 S. Ct. 1801","170 L. Ed. 2d 685","2008 U.S. LEXIS 4312",2007,1702,"Roberts","06-666","DEPARTMENT OF REVENUE OF KENTUCKY, et al. v. GEORGE W. DAVIS, ET UX",11/5/2007,,7,21,25,21,1,,,0,302,21,301,21,0,2,3,1,1,3,0,1,0,0,80100,8,2,0,2,,1,111,,107,111,1,7,2
"2007-040","2007-040-01","2007-040-01-01","2007-040-01-01-01",5/19/2008,1,"553 U.S. 377","128 S. Ct. 1783","170 L. Ed. 2d 719","2008 U.S. LEXIS 4313",2007,1702,"Roberts","06-1646","UNITED STATES v. GINO RODRIQUEZ",1/15/2008,,27,,126,,1,,,0,128,,29,,0,2,2,2,1,4,0,1,0,0,10560,1,1,0,4,,6,600,"18 U.S.C. § 924",112,111,1,6,3
"2007-041","2007-041-01","2007-041-01-01","2007-041-01-01-01",5/27/2008,1,"553 U.S. 406","128 S. Ct. 1970","170 L. Ed. 2d 837","2008 U.S. LEXIS 4517",2007,1702,"Roberts","07-77","BOB RILEY, GOVERNOR OF ALABAMA v. YVONNE KENNEDY ET AL",3/24/2008,,211,,251,,2,27,,1,41,,41,,0,,,2,1,4,0,1,0,0,20020,2,1,0,4,,3,378,,109,111,1,7,2
"2007-042","2007-042-01","2007-042-01-01","2007-042-01-01-01",5/27/2008,1,"553 U.S. 442","128 S. Ct. 1951","170 L. Ed. 2d 864","2008 U.S. LEXIS 4516",2007,1702,"Roberts","06-1431","CBOCS WEST, INC. v. HEDRICK G. HUMPHRIES",2/20/2008,,151,,182,,1,32,,0,66,,27,,0,11,8,2,1,2,0,0,0,0,20060,2,2,0,4,,3,312,,110,111,1,7,2
"2007-043","2007-043-01","2007-043-01-01","2007-043-01-01-01",5/27/2008,1,"553 U.S. 474","128 S. Ct. 1931","170 L. Ed. 2d 887","2008 U.S. LEXIS 4518",2007,1702,"Roberts","06-1321","MYRNA GOMEZ-PEREZ v. JOHN E. POTTER, POSTMASTER GENERAL",2/19/2008,,183,,412,,1,,,0,112,,21,,0,2,2,1,1,4,0,1,0,0,20060,2,2,0,4,,3,302,,112,103,1,6,3
"2007-044","2007-044-01","2007-044-01-01","2007-044-01-01-01",6/2/2008,7,"553 U.S. 507","128 S. Ct. 2020","170 L. Ed. 2d 912","2008 U.S. LEXIS 4699",2007,1702,"Roberts","06-1005","UNITED STATES v. EFRAIN SANTOS AND BENEDICTO DIAZ",10/3/2007,,27,,100,,1,,,0,66,,27,,0,2,2,2,1,2,0,0,0,0,10430,1,2,0,4,,6,600,"18 U.S.C. § 1956",105,103,1,5,4
"2007-045","2007-045-01","2007-045-01-01","2007-045-01-01-01",6/2/2008,1,"553 U.S. 550","128 S. Ct. 1994","170 L. Ed. 2d 942","2008 U.S. LEXIS 4698",2007,1702,"Roberts","06-1456","HUMBERTO FIDEL REGALADO CUELLAR v. UNITED STATES",2/25/2008,,100,,27,,1,,,0,121,,25,,1,12,2,1,1,3,0,1,0,0,10430,1,2,0,4,,6,600,"18 U.S.C. § 1956",108,111,1,9,0
"2007-046","2007-046-01","2007-046-01-01","2007-046-01-01-01",6/2/2008,1,"553 U.S. 571","128 S. Ct. 2007","170 L. Ed. 2d 960","2008 U.S. LEXIS 4522",2007,1702,"Roberts","06-1717","RICHLIN SECURITY SERVICE COMPANY v. MICHAEL CHERTOFF, SECRETARY OF HOMELAND SECURITY",3/19/2008,,176,,27,,1,29,,0,8,,8,,1,12,,1,1,4,0,1,0,0,60010,6,2,0,4,,3,321,,112,111,1,9,0
"2007-047","2007-047-01","2007-047-01-01","2007-047-01-01-01",6/9/2008,1,"553 U.S. 591","128 S. Ct. 2146","170 L. Ed. 2d 975","2008 U.S. LEXIS 4705",2007,1702,"Roberts","07-474","ANUP ENGQUIST v. OREGON DEPARTMENT OF AGRICULTURE, ET AL",4/21/2008,,8,43,7,43,1,,,0,108,,29,,1,2,3,1,1,2,0,0,0,0,20060,2,1,0,2,,2,231,"NA",111,111,1,6,3
"2007-048","2007-048-01","2007-048-01-01","2007-048-01-01-01",6/9/2008,1,"553 U.S. 617","128 S. Ct. 2109","170 L. Ed. 2d 996","2008 U.S. LEXIS 4702",2007,1702,"Roberts","06-937","QUANTA COMPUTER, INC., et al. v. LG ELECTRONICS, INC.",1/16/2008,,133,,172,,1,,,0,50,,8,,0,12,2,1,1,3,0,1,0,0,80210,8,2,0,7,,,,,108,111,1,9,0
